,title,body
362,오사카 '왕복' 1만원에…韓 항공사 눈물의 판매,"






	
	[머니투데이 유희석 기자] [한국인 관광객 급감에 초저가항공권 등장후쿠오카·도쿄 등 다른 도시 사정도 비슷한국 LLC도 피해…적자 감수 노선 유지] 일본 항공권 판매 사이트에 등장한 초저가 항공권. /사진=일본 여행 사이트 이나(ena) 화면 갈무리. 1000엔(약 1만원)으로 서울에서 일본 오사카를 왕복할 수 있는 항공권이 등장했다. 일본의 수출규제로 한일 관계가 악화하면서 일본을 찾는 한국인 관광객이 대폭 줄어든 탓이다. 일본 취항을 포기할 수 없는 한국 저가항공사(LCC)들은 채산이 맞지 않는 가격에도 울며 겨자 먹기 식으로 노선을 유지하고 있다. 21일 아사히신문에 따르면 최근 일본 온라인 여행사이트에서 오사카~서울 왕복 가격이 1000엔인 항공권이 판매됐다. 오사카~서울 왕복 항공권은 평소 적어도 6000~7000엔 정도에 판매됐는데, 한일 갈등이 본격화한 지난 8월 이후 계속 떨어지기 시작했다. 아사히신문은 ""평소 5000엔 정도이던 후쿠오카~서울 왕복 항공권도 최근 3000엔 전후로 떨어졌다""고 전했다. 한국행 항공권 가격 급락 이유는 한일 갈등에 따른 방일 한국인 관광객 급감. 일본 정부관광국(JNTO) 자료로는 지난달 일본을 찾은 한국인 관광객은 20만1200명으로 지난해 같은 달과 비교해 58.1% 감소했다. 중국과 싱가포르 관광객이 두 자릿수 증가를 보였다는 점을 고려하면 유독 한국인 관광객만 크게 줄었다. 일본 여행사 에어플러스에서 LCC 항공권을 담당하는 도야마 유키노리는 ""지난 8월 마지막 주부터 (한국행 항공권 가격 관련) 이변을 느끼기 시작했다""면서 ""있을 수 없는 상황""이라고 말했다. 도야마는 ""후쿠오카에서 한국으로 가는 항공권 가격이 특히 많이 내렸고, 오사카와 나리타 등의 상황도 비슷하다""면서 여행 비수기인 11월에는 항공권 가격이 더 하락할 수 있다고 내다봤다. 문제는 한국 항공사도 큰 충격을 받는다는 점이다. 승객이 줄어 적자가 불가피하지만, 노선 유지를 위해 울며 겨자 먹기 식으로 항공편을 운행할 수밖에 없다. 이착륙 횟수가 부족하면 후쿠오카와 도쿄 등 인기 노선 취항이 불가능해질 수 있기 때문이다. 일본에서 판매되는 초저가 항공권도 모두 한국 항공사 상품이다. 지난 8월 이후 사가, 오이타, 구마모토, 가고시마 노선을 중단한 티웨이항공 관계자는 아사히신문에 ""기득권을 잃게 되는 것으로 실적을 올리기 위해서는 (인기 노선에는) 어쨌든 보내지 않을 수 없다""고 말했다. 유희석 기자 heesuk@mt.co.kr▶부잣집 며느리들의 말못할 사정 [변호사상담]▶자녀 입시전략 어떻게? [PopCon] ▶네이버 구독 <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지> 

"
363,"인터파크, 단거리 여행상품 특가전 진행","






	
	연차 소진에 좋은 여행 모아 (지디넷코리아=안희정  기자)인터파크투어가 이스타항공진에어 항공권이 포함된 여행상품을 특가 판매하는 ‘브랜드위크’ 기획전을 선보인다고 21일 밝혔다.브랜드위크는 인터파크투어가 매월 일정 기간 동안 특정 항공사와 연계해 해당 항공사의 항공권 및 항공권이 포함된 여행상품을 특가 판매하는 정기 기획전이다.이번 10월 기획전은 오는 27일까지 진행, 이스타항공진에어 등 대표적인 LCC(Low Cost Carrier,저비용 항공사)와 손잡고 태국·베트남·필리핀·대만을 비롯한 단거리 여행상품을 저렴하게 마련했다. 현대/국민카드로 30만원 이상 결제 시 5% 청구할인도 주어진다.베트남 하노이/하롱베이 5일(19만9천원~), 세부 이지아이리조트 5일(25만5천원~), 방콕/파타야 5일(28만9천원~), 코타키나발루 5일(29만9천원~), 조호바루/싱가포르 5일(66만250원~), 괌 PIC GOLD 4~5일(66만9천750원~) 등 다양한 상품이 있다.인터파크 단거리 상품기획팀 김연진 수석은 “보다 많은 고객들이 특가 혜택을 누릴 수 있게 경쟁력 있는 항공권을 확보해 상품 가격대를 낮췄다”며 “특히 얼마 남지 않은 올해, 아직 연차가 남았다면 부담 없이 연차를 소진하기 좋은 단거리 여행을 추천한다”고 말했다.안희정 기자(hjan@zdnet.co.kr) ▶ 지디넷코리아 '홈페이지' / ▶ 지디넷코리아 ‘이슈진단+’  ▶ 네이버 채널에서 ‘지디넷코리아’를 구독해주세요 

"
364,무안공항 일본 하늘길 모두 막혔다…도쿄 ·오사카 운항 중단,"






	
	전남 무안국제공항에서의 일본 노선 하늘길이 모두 막혔습니다.올해 상반기 일본 기타큐슈·오이타·후쿠오카 노선이 차례로 폐쇄된 데 이어 운항 횟수를 줄였던 도쿄와 오사카 노선까지 결국 중단했습니다.전남도는 항공사 손실보전금을 늘려주며 대체 노선 확보에 안간힘을 쓰고 있지만 일본 노선 중단은 무안공항 활성화에 큰 부담이 될 것으로 우려됩니다.오늘(21일) 전남도와 제주항공 등에 따르면 주 4차례 운항하던 제주항공의 무안공항-도쿄 나리타 구간이 이달 26일 이후 예약을 받지 않고 있습니다.마찬가지로 주 4회의 무안공항-오사카 간사이 구간도 오는 26일 이후 예약을 할 수 없는 상황입니다.두 노선은 올해 상반기 주 7차례 매일 운항할 정도로 기대를 모았지만 하반기 들어 주 4차례로 운항 횟수를 줄였고 동절기를 앞두고 결국 운항 중단을 결정했습니다.제주항공 관계자는 ""동계 항공 스케줄 조정에 따라 탑승객이 급감한 두 노선 운항을 당분간 멈추기로 했다""며 ""내년 재개 여부는 현재로서 알 수 없다""고 말했습니다.도쿄·오사카 노선까지 멈추면서 무안공항과 일본을 오가는 하늘길은 모두 막혔습니다.일본 서부권으로 가는 기타큐슈·오이타·후쿠오카 노선의 경우 중단된 지 수개월이 지났지만, 현재로서는 재개 가능성이 희박한 상태입니다.제주항공과 티웨이 항공 등이 맡았던 무안공항-일본 노선의 잇따른 운항 중단 이유는 탑승객 감소입니다.일본 경제보복이 표면화되기 전인 올해 상반기까지만 해도 무안공항 국제선 이용객 중 일본 노선 이용객은 전체 32%에 달했습니다.이 기간 무안공항 국제선 이용객 수는 35만8천여명으로 이중 일본 노선 이용객은 11만3천명이나 됐습니다.일본의 경제보복 이후 일본 여행 기피 현상이 확산하면서 올해 8월말 노선이 축소됐으며 2개월 만에 결국 모든 노선이 끊긴 셈입니다.실제로 제주항공의 일본 노선 탑승률은 올해 상반기 도쿄는 평균 51%, 오사카는 평균 78.8%에 달했지만, 9월 탑승률은 도쿄 29.9% 오사카 25.2%까지 큰 폭으로 하락했습니다.일본 노선 중단은 무안공항 활성화에도 찬물을 끼얹고 있습니다.올해 연간 이용객 100만명을 목표로 하고 있지만 목표 달성을 장담하기 어려워졌습니다.무안공항 올해 누적 이용객 수는 9월 들어 역대 처음으로 70만 명을 넘어섰습니다.9월 한 달간 무안공항 이용객 수도 6만1천명(국내선 1만5천명과 국제선 4만6천명)으로 지난해 같은 기간보다 2만1천여명이나 많았습니다.그러나 전달인 8월 이용객 수 10만3천여명(국내선 2만3500명·국제선 8만명)과 비교하면 반 토막 수준입니다.현 추세가 이어지면 연말까지 100만명 목표 달성은 어려울 전망입니다.전남도는 이를 만회하기 위한 신규노선 확대에 안간힘을 쓰고 있습니다.중국 옌지(延吉)노선과 장자제(張家界) 신규 노선을 취항한 데 이어 다음달 초 중국 하이난 산야 노선·12월 괌 노선도 취항할 예정입니다.전남도 관계자는 ""추경 예산에 항공사 손실보전금 4억5천만 원을 증액해 항공사의 국제노선 다변화를 유도하고 있다""며 ""신규 취항한 중국과 괌 노선 활성화가 무안공항 100만명 이용객 목표 달성에 분깃 점이 될 것""이라고 말했습니다.[MBN 온라인뉴스팀]▶네이버 메인에서 MBN뉴스를 만나보세요!▶MBN 무료 고화질 온에어 서비스 GO!▶돈튜브 타고, 돈길만 걷자! #SMWM #Moneylog #텅장< Copyright ⓒ MBN(www.mbn.co.kr) 무단전재 및 재배포 금지 >
	
"
365,"무안공항, 도쿄 ·오사카 운항 중단…일본 하늘길 막혀","






	
	전남 무안국제공항에서의 일본 노선 하늘길이 모두 막혔다.올해 상반기 일본 기타큐슈·오이타·후쿠오카 노선이 차례로 폐쇄된 데 이어 운항 횟수를 줄였던 도쿄와 오사카 노선까지 결국 중단했다.21일 전남도와 제주항공 등에 따르면 주 4차례 운항하던 제주항공의 무안공항-도쿄 나리타 구간이 이달 26일 이후 예약을 받지 않고 있다.마찬가지로 주 4회의 무안공항-오사카 간사이 구간도 오는 26일 이후 예약을 할 수 없는 상황이다.두 노선은 올해 상반기 주 7차례 매일 운항할 정도로 기대를 모았지만 하반기 들어 주 4차례로 운항 횟수를 줄였고 동절기를 앞두고 결국 운항 중단을 결정했다.이에 따라 도쿄·오사카 노선까지 멈추면서 무안공항과 일본을 오가는 하늘길은 모두 막혔다.제주항공과 티웨이 항공 등이 맡았던 무안공항-일본 노선의 잇따른 운항 중단 이유는 탑승객 감소다.전남도는 이를 만회하기 위한 신규노선 확대에 안간힘을 쓰고 있다.중국 옌지노선과 장자제 신규 노선을 취항한 데 이어 다음달 초 중국 하이난 산야 노선·12월 괌 노선도 취항할 예정이다.전남도 관계자는 ""추경 예산에 항공사 손실보전금 4억5000만원을 증액해 항공사의 국제노선 다변화를 유도하고 있다""며 ""신규 취항한 중국과 괌 노선 활성화가 무안공항 100만명 이용객 목표 달성에 분깃 점이 될 것이다""고 말했다.[디지털뉴스국]▶네이버 메인에서 '매일경제'를 받아보세요▶뉴스레터 '매콤달콤' 구독 ▶무궁무진한 프리미엄 읽을거리[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]
	
"
366,무안공항 일본 하늘길 모두 막혔다…도쿄 ·오사카 운항 중단,"






	
	탑승률 20%대로 하락, 재개 불투명…괌·중국 신규 노선 확보 안간힘 무안공항[연합뉴스 자료사진]    (무안=연합뉴스) 여운창 기자 = 전남 무안국제공항에서의 일본 노선 하늘길이 모두 막혔다.    올해 상반기 일본 기타큐슈·오이타·후쿠오카 노선이 차례로 폐쇄된 데 이어 운항 횟수를 줄였던 도쿄와 오사카 노선까지 결국 중단했다.    전남도는 항공사 손실보전금을 늘려주며 대체 노선 확보에 안간힘을 쓰고 있지만 일본 노선 중단은 무안공항 활성화에 큰 부담이 될 것으로 우려된다.    21일 전남도와 제주항공 등에 따르면 주 4차례 운항하던 제주항공의 무안공항-도쿄 나리타 구간이 이달 26일 이후 예약을 받지 않고 있다.    마찬가지로 주 4회의 무안공항-오사카 간사이 구간도 오는 26일 이후 예약을 할 수 없는 상황이다.    두 노선은 올해 상반기 주 7차례 매일 운항할 정도로 기대를 모았지만 하반기 들어 주 4차례로 운항 횟수를 줄였고 동절기를 앞두고 결국 운항 중단을 결정했다.    제주항공 관계자는 ""동계 항공 스케줄 조정에 따라 탑승객이 급감한 두 노선 운항을 당분간 멈추기로 했다""며 ""내년 재개 여부는 현재로서 알 수 없다""고 말했다.제주항공 여객기[연합뉴스 자료사진]    도쿄·오사카 노선까지 멈추면서 무안공항과 일본을 오가는 하늘길은 모두 막혔다.    일본 서부권으로 가는 기타큐슈·오이타·후쿠오카 노선의 경우 중단된 지 수개월이 지났지만, 현재로서는 재개 가능성이 희박한 상태다.    제주항공과 티웨이 항공 등이 맡았던 무안공항-일본 노선의 잇따른 운항 중단 이유는 탑승객 감소다.    일본 경제보복이 표면화되기 전인 올해 상반기까지만 해도 무안공항 국제선 이용객 중 일본 노선 이용객은 전체 32%에 달했다.    이 기간 무안공항 국제선 이용객 수는 35만8천여명으로 이중 일본 노선 이용객은 11만3천명이나 됐다.    일본의 경제보복 이후 일본 여행 기피 현상이 확산하면서 올해 8월말 노선이 축소됐으며 2개월 만에 결국 모든 노선이 끊긴 셈이다.    실제로 제주항공의 일본 노선 탑승률은 올해 상반기 도쿄는 평균 51%, 오사카는 평균 78.8%에 달했지만, 9월 탑승률은 도쿄 29.9% 오사카 25.2%까지 큰 폭으로 하락했다.    일본 노선 중단은 무안공항 활성화에도 찬물을 끼얹고 있다.    올해 연간 이용객 100만명을 목표로 하고 있지만 목표 달성을 장담하기 어려워졌다.     무안공항 올해 누적 이용객 수는 9월 들어 역대 처음으로 70만 명을 넘어섰다.    9월 한 달간 무안공항 이용객 수도 6만1천명(국내선 1만5천명과 국제선 4만6천명)으로 지난해 같은 기간보다 2만1천여명이나 많다.무안공항[연합뉴스 자료사진]    그러나 전달인 8월 이용객 수 10만3천여명(국내선 2만3500명·국제선 8만명)과 비교하면 반 토막 수준이다.    현 추세가 이어지면 연말까지 100만명 목표 달성은 어려울 전망이다.    전남도는 이를 만회하기 위한 신규노선 확대에 안간힘을 쓰고 있다.    중국 옌지(延吉)노선과 장자제(張家界) 신규 노선을 취항한 데 이어 다음달 초 중국 하이난 산야 노선·12월 괌 노선도 취항할 예정이다.    전남도 관계자는 ""추경 예산에 항공사 손실보전금 4억5천만원을 증액해 항공사의 국제노선 다변화를 유도하고 있다""며 ""신규 취항한 중국과 괌 노선 활성화가 무안공항 100만명 이용객 목표 달성에 분깃 점이 될 것이다""고 말했다.    betty@yna.co.kr▶이 시각 연합뉴스 '핫뉴스'[클릭]▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥

"
367,"온라인투어, 내달 8일까지 '항공권 할인' 프로모션…최대 60%↓","






▲ 온라인투어(대표 이사 박혜원)는 내달 8일까지 '2019 슈퍼마켓' 프로모션을 한다고 21일 밝혔다.    이번 행사는 대한항공, 아시아나 항공을 비롯한 26개 글로벌 항공사, 카드사, 면세점 등이 대거 참여한 항공 빅 프로모션으로, 슈퍼 특가, 날마다 세일, 선물세트로 구성돼 최대 60% 할인된 금액에 특가 항공권을 구매할 수 있다.    이경임 항공사업본부장은 ""이번 프로모션은 특가 항공권뿐 아니라 무료 베트남 왕복 항공권, 에어팟, 백화점 상품권 등 푸짐한 경품을 증정하는 이벤트를 다양하게 구성했다""며 ""겨울방학, 연말을 맞아 여행을 계획하고 계신 분들이 슈퍼마켓을 통해 알차게 준비했으면 좋겠다""고 말했다.    행사 기간 다낭, 타이베이, 프라하, 뉴욕, 괌 등 전 세계 인기 도시 항공권을 특가로 만나볼 수 있고, 항공권 예약 시 추가 할인을 받을 수 있는 할인쿠폰, 특정 노선에 한한 노선 쿠폰 등 다양한 할인 혜택이 제공된다.    슈퍼마켓 참여 항공사 할인쿠폰과 노선 쿠폰은 중복으로 적용이 가능하나 카드 할인 및 타 쿠폰과는 중복 적용이 불가하다.    이벤트 기간 '오늘의 항공사'로 선정된 곳의 항공권을 예약할 경우 발권 수수료가 면제된다. 탑승자별로 할인이 적용되며 카드 중복 할인은 적용되지만 타 쿠폰 적용은 불가하다. 신청자만 발권 수수료가 면제되니 예약 후 1:1 게시판을 통해 신청은 필수다.    매주 목요일 오전 10시에 공개되는 파격 특가 항공권은 왕복 항공권을 9만9천원에 구매할 수 있다.     출석 체크 이벤트에 참여한 고객 중 추첨을 통해 선물을 증정한다. 100% 출석했을 경우 무료 베트남 왕복 항공권을, 10일 이상 출석 시 백화점 1만원 상품권을, 5일 이상 출석 시 스타벅스 아메리카노를 받을 수 있는 행운이 주어진다.    모바일로 항공권을 예약한 고객을 위한 경품행사도 마련됐다. 포토북 무료 제작 쿠폰, 장거리 노선 왕복항공권을 예약한 고객 대상 프리러그 서비스를 제공해준다. 해당 이벤트는 선착순으로 진행된다.     '2019 슈퍼마켓' 프로모션에 대한 자세한 내용은 온라인투어 공식 홈페이지나 모바일 앱을 통해 확인할 수 있다. (연합뉴스)▶이 시각 연합뉴스 '핫뉴스'[클릭]▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥

"
368,"아시아나, 조종사노조 주최 '스타얼라이언스 조종사 대표 회의' 지원","






조종사노조 주최, 10/21(월)~23(수) 국내에서 최초로 'ASAP 대표자 회의' 개최【서울=뉴시스】고은결 기자 = 아시아나항공은 '아시아나항공조종사노동조합(APU)'에서 주최하는 국제행사를 지원한다고 21일 밝혔다.아시아나항공조종사노동조합은 21일부터 23일까지 2박3일간 서울 마포구 라이즈 호텔에서 스타얼라이언스 항공사 조종사 협회(ASAP, Associaton of Star Alliance Pilot)의 대표자들을 초청해 'ASAP대표자 회의'를 진행한다.조종사노조가 국내에서 최초로 주최하는 ASAP대표자 회의는 스타얼라이언스(Star Alliance) 소속 26개 항공사 조종사 대표가 참석해 ▲안전운항을 위한 협조 강화 ▲정보교류 및 소통체계 수립 ▲비행업무환경 개선 방안 등에 대해 논의하는 회의다.첫날 진행된 오프닝세션에는 아시아나항공 한창수 사장, 유나이티드항공 브라이언 캐스타일(Brian Castile) ASAP 의장, 아시아나항공조종사노동조합 김영곤 위원장이 참석해 안전운항을 위한 상호협조를 다짐했다.이어서 각 회원사 조종사 대표들에게 대한민국의 국가적 역량을 비롯해, 국내 항공산업의 위상, 아시아나항공의 발전상, 안전운항을 위한 '아시아나항공조종사노동조합' 의 역할 등을 소개하는 시간을 가졌다.행사에 참석한 아시아나항공 한창수 사장은 ""안전운항은 아시아나항공의 최우선 가치이며, 조종사들은 이 핵심가치를 현장에서 증명해 내는 분들이다""라며 ""아시아나항공은 조종사들의 안전운항을 위한 지원을 아끼지 않을 것""이라고 말했다.이번 행사를 준비한 김영곤 노조위원장은 ""이번 행사를 통해 회원사 간 정보교류뿐 아니라 비행안전 증진을 위한 상호협조체계를 강화할 수 있었다""며 ""조합에서도 아시아나항공의 안전운항을 위해 적극 협조해 나갈 예정이다""라고 말했다.keg@newsis.com▶K-Artprice 오픈! 미술품 가격정보 한눈에 보세요▶ 네이버에서 뉴시스 채널 구독하기▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 <저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>
	
"
369,인천국제공항공사 ‘2019 세계항공컨퍼런스’ 통해 세계 허브공항 동향을 논의하다,"






	
	인천국제공항공사는 오는 11월 5일부터 7일까지 그랜드 하얏트 인천에서 '2019 세계항공컨퍼런스(WAC 2019)'를 개최한다.2016년부터 시작되어 매년 개최 중인 세계항공컨퍼런스는 천 명 이상의 인원이 참석하는 항공산업분야의 국제규모 행사다. 올해는 ‘항공산업 내 협력’을 주제로 국제공항협의회(ACI) 사무총장 안젤라 기튼스(Angela Gittens)를 비롯하여 공항, 항공사, 항공 산업 관련 단체 및 기업 담당자들과 함께 공항 경제권과 허브 공항 등에 대해 논의하는 시간을 갖는다.오는 11월 6일 오전 9시 개막식을 시작으로 진행되는 2019 세계항공컨퍼런스는 이틀 간 6개의 세션으로 진행될 예정이다. 6일 오후 4시에 진행되는 세션 3에서는 허브공항 동향 및 시사점을 주제로 허브공항 육성을 위한 경쟁 공항 육성 및 지원 정책에 대해서 논의할 예정이다.특히 세계에서 세 번째로 많은 운항 편수를 담당하고 있는 미국 댈러스포트워스국제공항(DFW공항)의 태미 허들스턴(Tammy Huddleston) 본부장이 좌장을 맡아 눈길을 끈다. 또한 고려대학교 이철웅 교수, 한국교통연구원의 송기한 본부장이 연사로 참여하여 더욱 의미 있는 시간이 될 것으로 기대한다.11월 7일 컨퍼런스 마지막 날을 여는 첫 번째 프로그램인 세션4는 허브공항을 위한 정책지표(KPI) 관리 방안을 주제로 허브화 지수, 연결성 지표, 메가 허브지수 등 정책방향에 대해 논의할 예정이다.본 세션4는 항공 및 교통 물류 부분에서 세계 최고로 손꼽히는 안밍 장(Anming Zhang), 캐나다 브리티시컬럼비아 대학교(UBC) 교수가 좌장을 맡고 한국항공대학교 박진우 교수, SEO 암스테르담 이코노믹스의 주스트 주트버그(Joost Zuidberg) 선임연구원 그리고 JAPAC of OAG Aviation의 마유르 파텔(Mayur Patel) 지역 세일즈 이사가 연사로 참여한다.행사를 주관하는 인천국제공항공사 관계자는 “항공수요의 지속적인 성장으로 인해 세계각국에 대규모 공항이 건설되는 등 허브공항으로 도약하기 위한 경쟁 또한 심화되고 있다”며 “이번 WAC 2019는 항공산업의 주요 이슈와 트렌드를 파악할 수 있는 좋은 기회가 될 것”이라고 전했다.'2019 세계항공컨퍼런스(WAC 2019)'의 참가등록은 오는 30일까지 WAC 2019 공식 홈페이지를 통해 신청할 수 있다.real@heraldcorp.com▶네이버에서 헤럴드경제 채널 구독하기▶환절기 건강관리를 위한 추천템! 헤럴드 리얼라이프 ▶헤럴드경제 사이트 바로가기 - Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -
	
"
370,아시아나항공 ‘APU 대표자 회의’ 지원…안전운항 노사화합 약속,"






-조종사 노조 주최…스타얼라이언스 26개 항공사 조종사 대표 참석[연합][헤럴드경제=정찬수 기자] 아시아나항공이 ‘아시아나항공조종사노동조합(APU)’에서 주최하는 국제행사를 지원해 안전운항을 위한 노사화합을 다진다고 21일 밝혔다.아시아나항공조종사노동조합은 이날부터 오는 23일까지 서울 마포구 라이즈 호텔에서 스타얼라이언스 항공사 조종사 협회(ASAP·Associaton of Star Alliance Pilot)의 대표자들을 초청해 ‘ASAP 대표자 회의’를 진행한다.‘ASAP 대표자 회의’는 스타얼라이언스(Star Alliance) 소속 26개 항공사 조종사 대표들이 ▷안전운항을 위한 협조 강화 ▷정보교류 및 소통체계 수립 ▷비행업무환경 개선 방안 등을 논의하는 자리다.첫날 진행한 오프닝 세션에는 한창수 아시아나항공 사장, 유나이티드항공 브라이언 캐스타일(Brian Castile) ASAP 의장, 김영곤 아시아나항공조종사노동조합 위원장이 참석해 안전운항을 위한 상호협조를 다짐했다.이어 각 회원사 조종사 대표들이 국내 항공산업의 위상과 안전운항을 위한 ‘아시아나항공조종사노동조합’ 역할 등을 소개했다.한창수 사장은 “안전운항은 아시아나항공의 최우선 가치이며, 조종사들은 이 핵심가치를 현장에서 증명하는 분들”이라며 “아시아나항공은 조종사들의 안전운항을 위한 지원을 아끼지 않을 것”이라고 말했다.김영곤 위원장은 “이번 행사를 통해 회원사 간 정보교류뿐 아니라 비행안전 증진을 위한 상호협조체계를 강화할 수 있었다”면서 “조합에서도 아시아나항공의 안전운항을 위해 적극적으로 협조할 예정”이라고 했다.21일 서울 마포구 라이즈 호텔에서 열린 'ASAP 대표자 회의'에 참석한 아시아나항공 한창수 사장(첫번째 줄 왼쪽 5번째)과 김영곤 조종사노조 위원장(첫번째 줄 왼쪽 3번째), 유나이티드항공 브라이언 캐스타일 ASAP 의장(첫번째 줄 왼쪽 4번째) 및 스타얼라이언스 항공사 조종사 협회(ASAP) 대표자들이 안전운항에 대한 각오를 다지고 있다. [아시아나항공 제공]한편 아시아나항공과 아시아나항공조종사노동조합은 지난 2월 노사 합동 ‘안전운항 비전 선포식’을 진행했다. 한창수 사장 부임 이후 조직화합과 안전운항을 위한 소통을 강화해 나가고 있다.andy@heraldcorp.com▶네이버에서 헤럴드경제 채널 구독하기▶환절기 건강관리를 위한 추천템! 헤럴드 리얼라이프 ▶헤럴드경제 사이트 바로가기 - Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -
	
"
371,"아시아나조종사노조, ASAP대표자 회의 주최","






	
	[디지털타임스 김양혁 기자] 아시아나항공은 아시아나항공조종사노동조합(APU)이 21일부터 23일까지 2박 3일간 서울 마포구 라이즈호텔에서 스타얼라이언스 항공사 조종사 협회(ASAP) 대표자들을 초청해 'ASAP대표자 회의'를 진행한다고 밝혔다.ASAP대표자 회의는 스타얼라이언스 소속 26개 항공사 조종사 대표가 참석해 △안전운항을 위한 협조 강화 △정보교류와 소통체계 수립 △비행업무환경 개선 방안 등에 대해 논의하는 자리다. 이번에 국내에서 최초로 APU 주최로 진행한다.이날 진행된 오프닝 세션에는 한창수 아시아나항공 사장, 브라이언 캐스타일 유나이티드항공 ASAP 의장, 김영곤 APU 위원장이 참석해 안전운항을 위한 상호협조를 다짐했다. 이어 각 회원사 조종사 대표에게 대한민국의 국가적 역량을 비롯해, 국내 항공산업의 위상, 아시아나항공의 발전상 등을 소개하는 시간을 가졌다.한창수 사장은 ""안전운항은 아시아나항공의 최우선 가치이며 조종사들은 이 핵심가치를 현장에서 증명해 내는 분들""이라며 ""조종사들의 안전운항을 위한 지원을 아끼지 않을 것""이라고 말했다. 김영곤 위원장은 ""이번 행사로 회원사간 정보교류뿐 아니라 비행 안전 증진을 위한 상호협조체계를 강화할 수 있었다""며 ""조합에서도 아시아나항공의 안전운항을 위해 적극 협조해 나갈 예정이다""고 덧붙였다.김양혁기자 mj@dt.co.kr아시아나항공 항공기. <아시아나항공 제공>     디지털타임스 핫 섹션 : [ ☆ 스 타 포 토 ] / [ ♨ HOT!! 포 토 ]네이버 채널에서 '디지털타임스'를 구독해주세요.

"
372,"아시아나항공, 조종사노조 마련한 국제행사 지원","






23일부터 서울서 스타얼라이언스 조종사 대표 회의서울 마포구 라이즈 호텔에서 열린 'ASAP 대표자 회의'에 참석한 아시아나항공 한창수 사장(첫번째 줄 왼쪽 5번째)과 김영곤 조종사노조 위원장(첫번째 줄 왼쪽 3번째), 유나이티드항공 브라이언 캐스타일(Brian Castile) ASAP 의장(첫번째 줄 왼쪽 4번째) 등(아시아나항공 제공)© 뉴스1(서울=뉴스1) 조재현 기자 = 아시아나항공이 '아시아나항공조종사노동조합'(APU)에서 주최하는 국제행사를 적극 지원해 안전운항을 위한 노사화합을 다진다.21일 아시아나항공에 따르면 아시아나항공조종사노조는 이날부터 23일까지 2박 3일간 서울 마포구 라이즈 호텔에서 스타얼라이언스 항공사 조종사 협회(ASAP·Associaton of Star Alliance Pilot)의 대표자들을 초청해 'ASAP대표자 회의'를 진행한다.스타얼라이언스 소속 26개 항공사 조종사 대표가 참석해 Δ안전운항을 위한 협조 강화 Δ정보교류 및 소통체계 수립 Δ비행업무환경 개선 방안 등에 대해 논의하는 회의로, 국내에서 최초로 아시아나항공조종사노조 주최로 열리게 됐다. 첫날 진행된 오프닝세션에는 아시아나항공 한창수 사장, 유나이티드항공 브라이언 캐스타일 ASAP 의장, 아시아나항공조종사노조 김영곤 위원장이 참석해 안전운항을 위한 상호협조를 다짐했다.이어 각 회원사 조종사 대표들에게 국내 항공산업의 위상, 아시아나항공의 발전상 및 조종사노조의 역할 등을 소개하는 시간을 가졌다.한창수 사장은 ""안전운항은 아시아나항공의 최우선 가치이며, 조종사들은 이 핵심가치를 현장에서 증명해 내는 분들""이라며 ""조종사들의 안전운항을 위한 지원을 아끼지 않겠다""고 말했다. 아시아나항공과 조종사노조는 지난 2월 노사 합동 안전운항 비전 선포식을 진행한 바 있다.cho84@news1.kr▶ [ 크립토허브 ] ▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]

"
